operational_status,ref,org_id,org_name,caller_id,caller_name,team_id,team_name,agent_id,agent_name,title,description,start_date,end_date,last_update,close_date,private_log,contacts_list,functionalcis_list,workorders_list,WOrder_list,related_project_id,related_project_ref,status,impact,priority,urgency,origin,service_id,service_name,servicesubcategory_id,servicesubcategory_name,escalation_flag,escalation_reason,assignment_date,resolution_date,last_pending_date,cumulatedpending,tto,ttr,tto_escalation_deadline,sla_tto_passed,sla_tto_over,ttr_escalation_deadline,sla_ttr_passed,sla_ttr_over,time_spent,resolution_code,solution,pending_reason,parent_incident_id,parent_incident_ref,parent_problem_id,parent_problem_ref,parent_change_id,parent_change_ref,related_request_list,child_incidents_list,public_log,user_satisfaction,user_comment,cumulatedassigned,cumulated_dispatched,vendor_reference_number,priority_type,availability,department,site_name,department_name,gpg_gpn,media,site_type,service_provider,group,technician_level,document_list,lnkgrouptoticket_list,type,service_details,finalclass,friendlyname,archive_flag,archive_date,org_id_friendlyname,org_id_obsolescence_flag,caller_id_friendlyname,caller_id_obsolescence_flag,team_id_friendlyname,team_id_obsolescence_flag,agent_id_friendlyname,agent_id_obsolescence_flag,related_project_id_friendlyname,related_project_id_archive_flag,service_id_friendlyname,servicesubcategory_id_friendlyname,parent_incident_id_friendlyname,parent_incident_id_archive_flag,parent_problem_id_friendlyname,parent_problem_id_archive_flag,parent_change_id_friendlyname,parent_change_id_finalclass_recall,parent_change_id_archive_flag,department_friendlyname,department_obsolescence_flag,group_friendlyname,group_obsolescence_flag,incident_id
ongoing,I-033468,1,GPN NOC,30,Saxsena,0,,0,,Server Down,<p>The server is not responding</p>,2024-11-26 08:30:23,,2024-11-26 08:30:23,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:30:23', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33496', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033468,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33496
ongoing,I-033467,1,GPN NOC,30,Saxsena,0,,0,,Server Down,<p>The server is not responding</p>,2024-11-26 08:26:14,,2024-11-26 08:26:14,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:26:14', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33495', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033467,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33495
ongoing,I-033466,1,GPN NOC,30,Saxsena,0,,0,,Server Problem,<p>Server is not working proper</p>,2024-11-26 08:25:48,,2024-11-26 08:25:48,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:25:48', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33494', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033466,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33494
ongoing,I-033465,1,GPN NOC,30,Saxsena,0,,0,,Server Down,<p>The server is not responding</p>,2024-11-26 08:24:15,,2024-11-26 08:24:15,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:24:15', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33493', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033465,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33493
ongoing,I-033464,1,GPN NOC,30,Saxsena,0,,0,,Server Down,<p>The server is not responding</p>,2024-11-26 08:22:50,,2024-11-26 08:22:50,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:22:50', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33492', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033464,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33492
ongoing,I-033463,1,GPN NOC,30,Saxsena,0,,0,,Server Down,<p>The server is not responding</p>,2024-11-26 08:19:38,,2024-11-26 08:19:38,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:19:38', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33491', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033463,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33491
ongoing,I-033462,1,GPN NOC,30,Saxsena,0,,0,,Server Problem,<p>Server is not working proper</p>,2024-11-26 08:16:49,,2024-11-26 08:16:49,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:16:50', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33490', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033462,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33490
ongoing,I-033461,1,GPN NOC,30,Saxsena,0,,0,,Server Problem,<p>Server is not working proper</p>,2024-11-26 08:00:27,,2024-11-26 08:00:27,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-26 08:00:27', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33489', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033461,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33489
ongoing,I-033460,1,GPN NOC,30,Saxsena,0,,0,,Server Problem,<p>Server is not working proper</p>,2024-11-25 15:15:42,,2024-11-25 15:15:42,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-25 15:15:42', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33488', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033460,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33488
ongoing,I-033459,1,GPN NOC,30,Saxsena,0,,0,,Server Problem,<p>Server is not working proper</p>,2024-11-25 13:40:37,,2024-11-25 13:40:37,,{'entries': []},[],[],[],[],0,,new,1,4,4,phone,0,,0,,no,,,,,0,0,0,,no,,,no,,,assistance,,,0,,0,,0,,[],[],{'entries': []},1,,0,0,NA,,no,1253,TELKOM LANGERAND (SKYWIRE POP),gpn,gpn,microwave,access,skywire,8,,[],"[{'group_id': '8', 'group_name': 'ASTEL', 'start_time': '2024-11-25 13:40:37', 'end_time': '', 'total_time': '2', 'friendlyname': '8 33487', 'group_id_friendlyname': 'ASTEL', 'group_id_obsolescence_flag': ''}]",incident,,Incident,I-033459,False,,GPN NOC,,Abhishek Saxsena,,,, ,,-,,,,,,,,,,,GPN-0000,,ASTEL,,Incident::33487
